,HR_BPM
0 days 00:10:56.616000,1370.9291187768267
0 days 00:10:57.616000,69.44444444444181
0 days 00:10:58.616000,172.91499599039386
0 days 00:10:59.616000,3794.117647040921
0 days 00:11:00.616000,2603.580941094885
0 days 00:11:01.616000,1909.0909090952791
0 days 00:11:02.616000,145.80326659101317
0 days 00:11:03.616000,3804.347826069049
0 days 00:11:04.616000,944.2927051325618
0 days 00:11:05.616000,67.567567567565
0 days 00:11:06.616000,147.21880131360203
0 days 00:11:07.616000,177.38726790452367
0 days 00:11:08.616000,942.4760097015516
0 days 00:11:09.616000,3794.1176470409137
0 days 00:11:10.616000,163.71401455237475
0 days 00:11:11.616000,175.04205214467123
0 days 00:11:12.616000,169.11764705882206
0 days 00:11:13.616000,2619.54022987313
0 days 00:11:14.616000,3090.602890246115
0 days 00:11:15.616000,1371.921182268895
0 days 00:11:16.616000,1285.3773584905205
0 days 00:11:17.616000,68.80733944953569
0 days 00:11:18.616000,177.0320197044112
0 days 00:11:19.616000,3791.069737162422
0 days 00:11:20.616000,164.03256704982334
0 days 00:11:21.616000,1283.4821428570972
0 days 00:11:22.616000,169.64285714285072
0 days 00:11:23.616000,174.49106771910618
0 days 00:11:24.616000,171.29629629629792
0 days 00:11:25.616000,2561.484409298561
0 days 00:11:26.616000,179.31034482753716
0 days 00:11:27.616000,772.334520318382
0 days 00:11:28.616000,78.94736842105358
0 days 00:11:29.616000,174.99999999999338
0 days 00:11:30.616000,152.99277605779238
0 days 00:11:31.616000,173.9532019703945
0 days 00:11:32.616000,195.4022988506068
0 days 00:11:33.616000,168.1034482758557
0 days 00:11:34.616000,167.6136363636346
0 days 00:11:35.616000,172.9149959903305
0 days 00:11:36.616000,3797.4683544124778
0 days 00:11:37.616000,3787.4999999820966
0 days 00:11:38.616000,143.85410864136188
0 days 00:11:39.616000,171.87500000004715
0 days 00:11:40.616000,194.0989765513858
0 days 00:11:41.616000,3794.64285712495
0 days 00:11:42.616000,3786.4077669723874
0 days 00:11:43.616000,943.5786914234985
0 days 00:11:44.616000,70.75471698113572
0 days 00:11:45.616000,1983.2385095849756
0 days 00:11:46.616000,69.44444444444181
0 days 00:11:47.616000,200.4044274159676
0 days 00:11:48.616000,169.64285714285072
0 days 00:11:49.616000,169.64285714285072
0 days 00:11:50.616000,165.6105990783717
0 days 00:11:51.616000,169.64285714285072
0 days 00:11:52.616000,169.64285714285072
0 days 00:11:53.616000,170.731707317072
0 days 00:11:54.616000,2554.759649526306
0 days 00:11:55.616000,780.7187955318049
0 days 00:11:56.616000,74.9999999999936
0 days 00:11:57.616000,1284.403669724725
0 days 00:11:58.616000,1283.7837837837353
0 days 00:11:59.616000,66.96428571428883
0 days 00:12:00.616000,168.60465116278672
0 days 00:12:01.616000,144.70381526104225
0 days 00:12:02.616000,198.31223628694988
0 days 00:12:03.616000,172.46835443037037
0 days 00:12:04.616000,177.38726790452367
0 days 00:12:05.616000,3803.571428553528
0 days 00:12:06.616000,3095.8490899762605
0 days 00:12:07.616000,169.11764705881467
0 days 00:12:08.616000,160.52383644244887
0 days 00:12:09.616000,177.8169014084475
0 days 00:12:10.616000,209.2227695676033
0 days 00:12:11.616000,2569.7192387648697
0 days 00:12:12.616000,1095.6564986759358
0 days 00:12:13.616000,1285.377358490516
0 days 00:12:14.616000,68.18181818181853
0 days 00:12:15.616000,171.29629629629792
0 days 00:12:16.616000,3795.1807228736616
0 days 00:12:17.616000,3787.697009478963
0 days 00:12:18.616000,162.49999999999739
0 days 00:12:19.616000,176.36986301369862
0 days 00:12:20.616000,175.67567567567227
0 days 00:12:21.616000,152.09904151445392
0 days 00:12:22.616000,2622.4387806332525
0 days 00:12:23.616000,166.43905769882653
0 days 00:12:24.616000,953.8690476190436
0 days 00:12:25.616000,67.567567567565
0 days 00:12:26.616000,172.91499599039386
0 days 00:12:27.616000,171.92398119123487
0 days 00:12:28.616000,3793.604651144886
0 days 00:12:29.616000,1982.900297782897
0 days 00:12:30.616000,156.34510042607937
0 days 00:12:31.616000,948.3122362868877
0 days 00:12:32.616000,71.42857142856872
0 days 00:12:33.616000,180.6802078412424
0 days 00:12:34.616000,170.34090503232505
0 days 00:12:35.616000,2630.849753718173
0 days 00:12:36.616000,747.3544973537288
0 days 00:12:37.616000,889.2428785606879
0 days 00:12:38.616000,171.29629629629792
0 days 00:12:39.616000,172.46835443037037
0 days 00:12:40.616000,168.1481087218627
0 days 00:12:41.616000,214.28571428573636
0 days 00:12:42.616000,958.3333333332971
0 days 00:12:43.616000,2549.007444186401
0 days 00:12:44.616000,2033.405172404837
0 days 00:12:45.616000,3804.347826069049
0 days 00:12:46.616000,2554.373522446697
0 days 00:12:47.616000,210.49783549781242
0 days 00:12:48.616000,177.8169014084475
0 days 00:12:49.616000,172.41379310346287
0 days 00:12:50.616000,3798.7012986833943
0 days 00:12:51.616000,2606.4183571546973
0 days 00:12:52.616000,1286.6071428570958
0 days 00:12:53.616000,1285.0467289719109
0 days 00:12:54.616000,70.75471698113572
0 days 00:12:55.616000,177.38726790452367
0 days 00:12:56.616000,1991.9908964090064
0 days 00:12:57.616000,946.4219503151431
0 days 00:12:58.616000,977.3936170201273
0 days 00:12:59.616000,1909.7222222132727
0 days 00:13:00.616000,71.4285714285784
0 days 00:13:01.616000,147.03018500486692
0 days 00:13:02.616000,204.5454545454468
0 days 00:13:03.616000,188.8341543514097
0 days 00:13:04.616000,3803.5714286068082
0 days 00:13:05.616000,179.28912241670628
0 days 00:13:06.616000,1373.6559139725243
0 days 00:13:07.616000,1289.4736842104794
0 days 00:13:08.616000,1911.0576923120625
0 days 00:13:09.616000,80.77843628903165
0 days 00:13:10.616000,201.9821576273661
0 days 00:13:11.616000,3799.9999999820925
0 days 00:13:12.616000,175.13736263733765
0 days 00:13:13.616000,2571.108513527904
0 days 00:13:14.616000,69.44444444445095
0 days 00:13:15.616000,163.71401455237026
0 days 00:13:16.616000,1283.4821428570972
0 days 00:13:17.616000,68.80733944953569
0 days 00:13:18.616000,1989.501123109075
0 days 00:13:19.616000,938.7309698711709
0 days 00:13:20.616000,73.5294117647031
0 days 00:13:21.616000,178.01164352883893
0 days 00:13:22.616000,172.4683544303789
0 days 00:13:23.616000,172.4683544303789
0 days 00:13:24.616000,151.15291544511774
0 days 00:13:25.616000,203.78680522756682
0 days 00:13:26.616000,180.1470588235149
0 days 00:13:27.616000,166.25548245613984
0 days 00:13:28.616000,218.59605911333298
0 days 00:13:29.616000,174.81203007517612
0 days 00:13:30.616000,183.65817091449352
0 days 00:13:31.616000,1641.5929203495095
0 days 00:13:32.616000,1908.7837837881525
0 days 00:13:33.616000,68.80733944954466
0 days 00:13:34.616000,170.73170731706406
0 days 00:13:35.616000,171.87499999999628
0 days 00:13:36.616000,171.87499999999628
0 days 00:13:37.616000,1986.622431497897
0 days 00:13:38.616000,944.5402298850381
0 days 00:13:39.616000,76.53061224488766
0 days 00:13:40.616000,175.67567567567227
0 days 00:13:41.616000,176.18534482760342
0 days 00:13:42.616000,143.95943562610188
0 days 00:13:43.616000,167.26403823175536
0 days 00:13:44.616000,2617.071094070661
0 days 00:13:45.616000,3787.4999999820966
0 days 00:13:46.616000,3789.0624999820984
0 days 00:13:47.616000,740.8814589657846
0 days 00:13:48.616000,1299.7820487447418
0 days 00:13:49.616000,173.07692307691653
0 days 00:13:50.616000,178.65245009075537
0 days 00:13:51.616000,3799.476506648167
0 days 00:13:52.616000,3791.6666666487595
0 days 00:13:53.616000,60.975609756102294
0 days 00:13:54.616000,1911.407766994658
0 days 00:13:55.616000,88.4911003236246
0 days 00:13:56.616000,203.78680522752734
0 days 00:13:57.616000,186.12852664578207
0 days 00:13:58.616000,2570.0757575993434
0 days 00:13:59.616000,947.3180076628136
0 days 00:14:00.616000,2022.9124748419817
0 days 00:14:01.616000,177.0833333333369
0 days 00:14:02.616000,152.00776235256436
0 days 00:14:03.616000,2625.889436257821
0 days 00:14:04.616000,950.3968253967743
0 days 00:14:05.616000,1292.1348314606275
0 days 00:14:06.616000,83.05951077035128
0 days 00:14:07.616000,198.31223628694988
0 days 00:14:08.616000,3797.4683544124778
0 days 00:14:09.616000,167.5756509500518
0 days 00:14:10.616000,956.3049357673486
0 days 00:14:11.616000,1289.4736842104794
0 days 00:14:12.616000,144.50048425708425
0 days 00:14:13.616000,179.31034482760052
0 days 00:14:14.616000,173.07692307691653
0 days 00:14:15.616000,169.04466501239082
0 days 00:14:16.616000,747.1804511270401
0 days 00:14:17.616000,2556.2592228114795
0 days 00:14:18.616000,167.5756509500518
0 days 00:14:19.616000,174.53917050693917
0 days 00:14:20.616000,1992.7884615561366
0 days 00:14:21.616000,1185.7142857137083
0 days 00:14:22.616000,2795.78754579326
0 days 00:14:23.616000,3798.701298736676
0 days 00:14:24.616000,173.29255861365147
0 days 00:14:25.616000,176.18534482760342
0 days 00:14:26.616000,172.4683544303789
0 days 00:14:27.616000,150.52308802308434
0 days 00:14:28.616000,201.87793427229516
0 days 00:14:29.616000,179.98602050321608
0 days 00:14:30.616000,170.30984719862298
0 days 00:14:31.616000,950.9132420091009
0 days 00:14:32.616000,1990.734675740651
0 days 00:14:33.616000,202.82561241818726
0 days 00:14:34.616000,180.68020784129578
0 days 00:14:35.616000,2183.0357142767534
0 days 00:14:36.616000,161.2516994191187
0 days 00:14:37.616000,221.90293742018093
0 days 00:14:38.616000,2574.4047618928257
0 days 00:14:39.616000,787.8694581280822
0 days 00:14:40.616000,1288.6597938143823
0 days 00:14:41.616000,1287.4999999999548
0 days 00:14:42.616000,86.73336798336959
0 days 00:14:43.616000,1119.6918161205103
0 days 00:14:44.616000,186.47540983605373
0 days 00:14:45.616000,167.04131636920874
0 days 00:14:46.616000,2624.6684350368564
0 days 00:14:47.616000,2557.805399613831
0 days 00:14:48.616000,222.43107769424228
0 days 00:14:49.616000,196.4285714286093
0 days 00:14:50.616000,186.12852664578207
0 days 00:14:51.616000,1910.04672896301
0 days 00:14:52.616000,878.605375286762
0 days 00:14:53.616000,172.46835443037037
0 days 00:14:54.616000,173.70129870129512
0 days 00:14:55.616000,176.36986301369862
0 days 00:14:56.616000,2566.840277801363
0 days 00:14:57.616000,785.2019906322822
0 days 00:14:58.616000,1917.6136363680023
0 days 00:14:59.616000,1289.4736842104794
0 days 00:15:00.616000,883.2340284673647
0 days 00:15:01.616000,184.45740365112206
0 days 00:15:02.616000,1922.5663108019364
0 days 00:15:03.616000,629.2156119753204
0 days 00:15:04.616000,1400.432900429582
0 days 00:15:05.616000,3239.898122723798
0 days 00:15:06.616000,2229.232486275981
0 days 00:15:07.616000,1842.1602038550438
0 days 00:15:08.616000,2046.5130751404213
0 days 00:15:09.616000,884.4753756549004
0 days 00:15:10.616000,1318.0803571438435
0 days 00:15:11.616000,2619.101633417385
0 days 00:15:12.616000,2634.283819652213
0 days 00:15:13.616000,160.83916083915082
0 days 00:15:14.616000,2009.6153846330753
0 days 00:15:15.616000,2625.4873294582812
0 days 00:15:16.616000,1318.0303591291602
0 days 00:15:17.616000,60.48387096773733
0 days 00:15:18.616000,2151.327212476885
0 days 00:15:19.616000,1201.644736843156
0 days 00:15:20.616000,2554.9516908093183
0 days 00:15:21.616000,1913.6597938187995
0 days 00:15:22.616000,1851.5435835293913
0 days 00:15:23.616000,1774.553571438811
0 days 00:15:24.616000,279.22160243399463
0 days 00:15:25.616000,2621.212121200188
0 days 00:15:26.616000,165.9293892488785
0 days 00:15:27.616000,2450.6944444349183
0 days 00:15:28.616000,165.45327882657423
0 days 00:15:29.616000,1375.269396554644
0 days 00:15:30.616000,2565.104166654733
0 days 00:15:31.616000,3790.322580627254
0 days 00:15:32.616000,3789.0624999820984
0 days 00:15:33.616000,3789.062500035384
0 days 00:15:34.616000,1983.225108216174
0 days 00:15:35.616000,3794.64285712495
0 days 00:15:36.616000,505.68241607949
0 days 00:15:37.616000,1297.4683544303277
0 days 00:15:38.616000,2569.524357487105
0 days 00:15:39.616000,215.336134453791
0 days 00:15:40.616000,2616.6666666902524
0 days 00:15:41.616000,158.18287003968163
0 days 00:15:42.616000,791.4272030651487
0 days 00:15:43.616000,3157.4675324570467
0 days 00:15:44.616000,2549.072015044054
0 days 00:15:45.616000,80.64516129031952
0 days 00:15:46.616000,954.7514974906716
0 days 00:15:47.616000,787.128712869838
0 days 00:15:48.616000,673.3103061978934
0 days 00:15:49.616000,2617.4568965397984
0 days 00:15:50.616000,947.1544715446831
0 days 00:15:51.616000,170.96774193545892
0 days 00:15:52.616000,1919.1726718380667
0 days 00:15:53.616000,750.8894362335094
0 days 00:15:54.616000,1286.7647058823043
0 days 00:15:55.616000,70.09345794392569
0 days 00:15:56.616000,175.60664112384174
0 days 00:15:57.616000,2612.7450980272774
0 days 00:15:58.616000,732.328743568361
0 days 00:15:59.616000,1285.377358490516
0 days 00:16:00.616000,68.80733944954466
0 days 00:16:01.616000,176.18534482760342
0 days 00:16:02.616000,150.9009009008995
0 days 00:16:03.616000,2619.101633381864
0 days 00:16:04.616000,177.0320197044721
0 days 00:16:05.616000,2627.9761904642523
0 days 00:16:06.616000,1308.5776925125326
0 days 00:16:07.616000,1912.4999999910492
0 days 00:16:08.616000,72.11538461538517
0 days 00:16:09.616000,1306.052438130825
0 days 00:16:10.616000,175.6066411238336
0 days 00:16:11.616000,1644.7368421074489
0 days 00:16:12.616000,1290.7608695651707
0 days 00:16:13.616000,73.5294117647031
0 days 00:16:14.616000,738.8392857142516
0 days 00:16:15.616000,1290.7608695651707
0 days 00:16:16.616000,74.25742574257492
0 days 00:16:17.616000,952.4349667271026
0 days 00:16:18.616000,3784.7222222043197
0 days 00:16:19.616000,139.59255615678018
0 days 00:16:20.616000,949.1341991341592
0 days 00:16:21.616000,1910.7142857053364
0 days 00:16:22.616000,68.80733944954466
0 days 00:16:23.616000,176.18534482760342
0 days 00:16:24.616000,1797.8142606557087
0 days 00:16:25.616000,88.2352941176388
0 days 00:16:26.616000,1371.7948717977833
0 days 00:16:27.616000,973.9077669924732
0 days 00:16:28.616000,139.2507476137781
0 days 00:16:29.616000,2901.1936339454937
0 days 00:16:30.616000,959.8628105301574
0 days 00:16:31.616000,1138.4498722854846
0 days 00:16:32.616000,2599.8590225474336
0 days 00:16:33.616000,3792.134831442769
0 days 00:16:34.616000,73.52941176471334
0 days 00:16:35.616000,1598.5877209171251
0 days 00:16:36.616000,165.26442307693415
0 days 00:16:37.616000,1285.0467289719156
0 days 00:16:38.616000,972.5467289708171
0 days 00:16:39.616000,1991.8290854483034
0 days 00:16:40.616000,162.63440860218134
0 days 00:16:41.616000,79.78723404254615
0 days 00:16:42.616000,1371.7948717977833
0 days 00:16:43.616000,682.4712643670547
0 days 00:16:44.616000,3802.0833333154255
0 days 00:16:45.616000,63.02521008403373
0 days 00:16:46.616000,888.3049414038582
0 days 00:16:47.616000,977.8225806473447
0 days 00:16:48.616000,1286.4077669902408
0 days 00:16:49.616000,1287.1287128712402
0 days 00:16:50.616000,85.7142857142873
0 days 00:16:51.616000,940.9385113268276
0 days 00:16:52.616000,2615.367383500591
0 days 00:16:53.616000,188.27639751550936
0 days 00:16:54.616000,156.87865022712458
0 days 00:16:55.616000,209.86281053021875
0 days 00:16:56.616000,1376.5294771998113
0 days 00:16:57.616000,982.424677190129
0 days 00:16:58.616000,82.417582417575
0 days 00:16:59.616000,748.5322896274009
0 days 00:17:00.616000,86.74722150427121
0 days 00:17:01.616000,1360.8058607998908
0 days 00:17:02.616000,190.7857546636609
0 days 00:17:03.616000,161.6037219485623
0 days 00:17:04.616000,2032.6611247858198
0 days 00:17:05.616000,184.60424710427893
0 days 00:17:06.616000,2623.655913966547
0 days 00:17:07.616000,1919.9246771790026
0 days 00:17:08.616000,1918.1034482669147
0 days 00:17:09.616000,76.53061224490986
0 days 00:17:10.616000,1911.0576922987348
0 days 00:17:11.616000,141.2664203612562
0 days 00:17:12.616000,165.61059907842716
0 days 00:17:13.616000,2622.1804511868636
0 days 00:17:14.616000,2610.176282039387
0 days 00:17:15.616000,70.75471698113572
0 days 00:17:16.616000,180.22486772489808
0 days 00:17:17.616000,1913.6968085016879
0 days 00:17:18.616000,1912.4999999910492
0 days 00:17:19.616000,72.81553398059651
0 days 00:17:20.616000,174.3421052632574
0 days 00:17:21.616000,2557.9613590819977
0 days 00:17:22.616000,2623.018042634304
0 days 00:17:23.616000,3792.134831442769
0 days 00:17:24.616000,147.2470733796757
0 days 00:17:25.616000,3874.99999998209
0 days 00:17:26.616000,1293.481548693368
0 days 00:17:27.616000,169.11764705882942
0 days 00:17:28.616000,165.61059907831626
0 days 00:17:29.616000,3796.874999982104
0 days 00:17:30.616000,2556.7602040696984
0 days 00:17:31.616000,66.37168141592947
0 days 00:17:32.616000,2628.5797778957317
0 days 00:17:33.616000,88.4046052631607
0 days 00:17:34.616000,175.60664112377836
0 days 00:17:35.616000,205.61309276518747
0 days 00:17:36.616000,66.96428571427185
0 days 00:17:37.616000,1284.7222222162616
0 days 00:17:38.616000,104.16666666666272
0 days 00:17:39.616000,2602.946916459597
0 days 00:17:40.616000,124.99999999999527
0 days 00:17:41.616000,3790.760869547306
0 days 00:17:42.616000,2547.1422611478542
0 days 00:17:43.616000,65.78947368420803
0 days 00:17:44.616000,173.4279918864218
0 days 00:17:45.616000,3782.8947368241984
0 days 00:17:46.616000,72.81553398059651
0 days 00:17:47.616000,3786.4077669723824
0 days 00:17:48.616000,3779.069767423957
0 days 00:17:49.616000,149.56140350876404
0 days 00:17:50.616000,1958.625041368071
0 days 00:17:51.616000,3767.688679227378
0 days 00:17:52.616000,3779.5275591437917
0 days 00:17:53.616000,1289.06249999403
0 days 00:17:54.616000,1910.7142857053364
0 days 00:17:55.616000,974.2682399337128
0 days 00:17:56.616000,1910.377358481615
0 days 00:17:57.616000,1910.377358481615
0 days 00:17:58.616000,70.75471698113572
0 days 00:17:59.616000,72.81553398057642
0 days 00:18:00.616000,3783.7837837658813
0 days 00:18:01.616000,673.3103062001138
0 days 00:18:02.616000,169.66904063676066
0 days 00:18:03.616000,3800.6756756577615
0 days 00:18:04.616000,1354.9170059445376
0 days 00:18:05.616000,1911.0576922987448
0 days 00:18:06.616000,558.7563792644847
0 days 00:18:07.616000,935.1325757536255
0 days 00:18:08.616000,109.90712074302579
0 days 00:18:09.616000,947.9493207980678
0 days 00:18:10.616000,179.34782608696094
0 days 00:18:11.616000,173.70129870129512
0 days 00:18:12.616000,183.27067669177384
0 days 00:18:13.616000,1988.6363636274027
0 days 00:18:14.616000,1362.4031007692274
0 days 00:18:15.616000,1294.6428571487293
0 days 00:18:16.616000,1293.4236947790687
0 days 00:18:17.616000,1912.1287128623346
0 days 00:18:18.616000,69.44444444444181
0 days 00:18:19.616000,167.26403823176346
0 days 00:18:20.616000,149.79460093897123
0 days 00:18:21.616000,630.9550816707438
0 days 00:18:22.616000,759.965473950008
0 days 00:18:23.616000,1321.787148588408
0 days 00:18:24.616000,943.5786914195543
0 days 00:18:25.616000,3797.4683544124696
0 days 00:18:26.616000,83.86431784107764
0 days 00:18:27.616000,85.22727272727867
0 days 00:18:28.616000,76.53061224490986
0 days 00:18:29.616000,3790.322580627248
0 days 00:18:30.616000,35.54502369668511
0 days 00:18:31.616000,1319.9003989253645
0 days 00:18:32.616000,2604.2557741540436
0 days 00:18:33.616000,40.98360655737868
0 days 00:18:34.616000,2022.6549235903565
0 days 00:18:35.616000,70.75471698113572
0 days 00:18:36.616000,1910.377358508251
0 days 00:18:37.616000,72.81553398057642
0 days 00:18:38.616000,747.1804511292153
0 days 00:18:39.616000,70.75471698113572
0 days 00:18:40.616000,2546.72897195068
0 days 00:18:41.616000,3785.7142856963837
0 days 00:18:42.616000,171.87499999998795
0 days 00:18:43.616000,75.00000000000426
0 days 00:18:44.616000,2561.256311244379
0 days 00:18:45.616000,2614.615987448891
0 days 00:18:46.616000,3787.4999999820966
0 days 00:18:47.616000,77.31958762885927
0 days 00:18:48.616000,68.18181818182734
0 days 00:18:49.616000,2546.091758696641
0 days 00:18:50.616000,70.75471698113572
0 days 00:18:51.616000,1286.057692301729
0 days 00:18:52.616000,75.00000000000426
0 days 00:18:53.616000,149.15116729631998
0 days 00:18:54.616000,952.3809523769737
0 days 00:18:55.616000,1905.737704935722
0 days 00:18:56.616000,2393.4659090797186
0 days 00:18:57.616000,2034.7062211892298
0 days 00:18:58.616000,1921.2962963139792
0 days 00:18:59.616000,88.43112775696122
0 days 00:19:00.616000,3790.3225806272603
0 days 00:19:01.616000,977.8225806406895
0 days 00:19:02.616000,976.5625000021835
0 days 00:19:03.616000,884.6167332872773
0 days 00:19:04.616000,184.4574036511451
0 days 00:19:05.616000,2901.785714325565
0 days 00:19:06.616000,95.04067584479874
0 days 00:19:07.616000,626.0454194555575
0 days 00:19:08.616000,120.96774193546081
0 days 00:19:09.616000,890.6284760916056
0 days 00:19:10.616000,119.04761904758769
0 days 00:19:11.616000,166.43905769888988
0 days 00:19:12.616000,1996.5989985431897
0 days 00:19:13.616000,277.77777777791346
0 days 00:19:14.616000,155.3432467439782
0 days 00:19:15.616000,2010.295566493543
0 days 00:19:16.616000,1025.5282180293805
0 days 00:19:17.616000,40.760869565217945
0 days 00:19:18.616000,2535.717525393112
0 days 00:19:19.616000,70.75471698111674
0 days 00:19:20.616000,68.80733944955362
0 days 00:19:21.616000,67.56756756755635
0 days 00:19:22.616000,3792.7018633894186
0 days 00:19:23.616000,3792.6136363457335
0 days 00:19:24.616000,3792.134831442769
0 days 00:19:25.616000,3790.7608695473186
0 days 00:19:26.616000,3778.195488703897
0 days 00:19:27.616000,65.78947368422443
0 days 00:19:28.616000,2549.960815035084
0 days 00:19:29.616000,3785.3773584726623
0 days 00:19:30.616000,70.09345794392569
0 days 00:19:31.616000,2609.14267635631
0 days 00:19:32.616000,69.44444444446009
0 days 00:19:33.616000,1989.432640188951
0 days 00:19:34.616000,267.8571428572233
0 days 00:19:35.616000,67.88581258191275
0 days 00:19:36.616000,171.87499999998795
0 days 00:19:37.616000,74.25742574257492
0 days 00:19:38.616000,72.11538461539502
0 days 00:19:39.616000,2554.012345738122
0 days 00:19:40.616000,198.2230392156505
0 days 00:19:41.616000,117.49387254900358
0 days 00:19:42.616000,36.76470588235667
0 days 00:19:43.616000,973.9077669924732
0 days 00:19:44.616000,974.2647058778751
0 days 00:19:45.616000,3785.0467290606384
0 days 00:19:46.616000,68.83051275574101
0 days 00:19:47.616000,179.98602050328915
0 days 00:19:48.616000,75.75757575756201
0 days 00:19:49.616000,2616.3594469926593
0 days 00:19:50.616000,74.25742574257492
0 days 00:19:51.616000,67.5730519480581
0 days 00:19:52.616000,2619.406196201425
0 days 00:19:53.616000,187.50000000004545
0 days 00:19:54.616000,199.361420732366
0 days 00:19:55.616000,966.4786967378899
0 days 00:19:56.616000,98.10498071442382
0 days 00:19:57.616000,2051.471099462608
0 days 00:19:58.616000,2620.45347188226
0 days 00:19:59.616000,156.51260504201213
0 days 00:20:00.616000,2588.693633946246
0 days 00:20:01.616000,975.7653061246288
0 days 00:20:02.616000,1042.5991048548603
0 days 00:20:03.616000,1071.4285714306607
0 days 00:20:04.616000,1595.0626959505087
0 days 00:20:05.616000,2065.820993022427
0 days 00:20:06.616000,2571.442648785853
0 days 00:20:07.616000,212.30660329660546
0 days 00:20:08.616000,168.80966296516908
0 days 00:20:09.616000,633.2641949712438
0 days 00:20:10.616000,3789.473684192621
0 days 00:20:11.616000,72.81553398059651
0 days 00:20:12.616000,149.58464958464256
0 days 00:20:13.616000,632.6115216212689
0 days 00:20:14.616000,122.95081967211694
0 days 00:20:15.616000,2610.9593717873227
0 days 00:20:16.616000,950.7902298889793
0 days 00:20:17.616000,1908.4821428748285
0 days 00:20:18.616000,75.61697431781923
0 days 00:20:19.616000,943.1251355492782
0 days 00:20:20.616000,1360.76564321205
0 days 00:20:21.616000,66.96428571428883
0 days 00:20:22.616000,170.1807228915624
0 days 00:20:23.616000,171.87500000010635
0 days 00:20:24.616000,175.0420521446633
0 days 00:20:25.616000,169.11764705881467
0 days 00:20:26.616000,3789.240403365312
0 days 00:20:27.616000,158.09645480674828
0 days 00:20:28.616000,176.36986301370862
0 days 00:20:29.616000,176.1853448275951
0 days 00:20:30.616000,3795.1807228736616
0 days 00:20:31.616000,152.48034697747767
0 days 00:20:32.616000,3792.134831442769
0 days 00:20:33.616000,137.1856241926899
0 days 00:20:34.616000,176.7786992579775
0 days 00:20:35.616000,200.79507310697986
0 days 00:20:36.616000,165.0853889942802
0 days 00:20:37.616000,166.69944925253753
0 days 00:20:38.616000,162.36822289163206
0 days 00:20:39.616000,3795.1807228736616
0 days 00:20:40.616000,611.0248447209768
0 days 00:20:41.616000,165.61059907831626
0 days 00:20:42.616000,944.4662995056075
0 days 00:20:43.616000,77.30348776679054
0 days 00:20:44.616000,2618.055555543614
0 days 00:20:45.616000,166.07505070995398
0 days 00:20:46.616000,170.96774193546838
0 days 00:20:47.616000,178.6524500907646
0 days 00:20:48.616000,163.48379629635136
0 days 00:20:49.616000,948.3122362829345
0 days 00:20:50.616000,76.28928898383222
0 days 00:20:51.616000,972.2222222182554
0 days 00:20:52.616000,268.59611907113333
0 days 00:20:53.616000,2001.4730639667546
0 days 00:20:54.616000,185.28049408132767
0 days 00:20:55.616000,162.6541421166285
0 days 00:20:56.616000,1999.9999999910424
0 days 00:20:57.616000,1296.5609840550212
0 days 00:20:58.616000,170.731707317072
0 days 00:20:59.616000,170.73170731705613
0 days 00:21:00.616000,2019.7523585349015
0 days 00:21:01.616000,1381.410256422029
0 days 00:21:02.616000,2611.471861530932
0 days 00:21:03.616000,148.27280463507677
0 days 00:21:04.616000,190.7857546635628
0 days 00:21:05.616000,2000.2755200350998
0 days 00:21:06.616000,68.80733944953569
0 days 00:21:07.616000,1086.4998808154935
0 days 00:21:08.616000,64.10256410256946
0 days 00:21:09.616000,946.4285714245881
0 days 00:21:10.616000,1907.6086956432266
0 days 00:21:11.616000,65.21739130434267
0 days 00:21:12.616000,172.4137931034699
0 days 00:21:13.616000,3799.3421052452563
0 days 00:21:14.616000,137.03872092142015
0 days 00:21:15.616000,169.11764705881467
0 days 00:21:16.616000,171.44517628827722
0 days 00:21:17.616000,169.11764705881467
0 days 00:21:18.616000,1483.1812393953905
0 days 00:21:19.616000,65.21739130435878
0 days 00:21:20.616000,165.0853889942802
0 days 00:21:21.616000,169.64285714285072
0 days 00:21:22.616000,172.4137931034699
0 days 00:21:23.616000,3798.0769230590154
0 days 00:21:24.616000,142.68837803322063
0 days 00:21:25.616000,172.46835443037037
0 days 00:21:26.616000,197.5308641975288
0 days 00:21:27.616000,971.5909090864373
0 days 00:21:28.616000,162.36822289152798
0 days 00:21:29.616000,170.1807228915624
0 days 00:21:30.616000,175.31556802242648
0 days 00:21:31.616000,159.78057889822372
0 days 00:21:32.616000,942.2675026083649
0 days 00:21:33.616000,2607.1947675009474
0 days 00:21:34.616000,1284.7222222280946
0 days 00:21:35.616000,72.11538461537532
0 days 00:21:36.616000,2610.5925324556397
0 days 00:21:37.616000,68.80733944953569
0 days 00:21:38.616000,141.65706605221706
0 days 00:21:39.616000,176.77869925786786
0 days 00:21:40.616000,197.15447154471153
0 days 00:21:41.616000,173.4279918864218
0 days 00:21:42.616000,169.11764705881467
0 days 00:21:43.616000,949.6607118088008
0 days 00:21:44.616000,67.56756756757366
0 days 00:21:45.616000,167.8427419355644
0 days 00:21:46.616000,1989.5890348387084
0 days 00:21:47.616000,165.3225806451612
0 days 00:21:48.616000,1368.0555555495823
0 days 00:21:49.616000,66.96428571428883
0 days 00:21:50.616000,162.6344086021259
0 days 00:21:51.616000,180.80357142862098
0 days 00:21:52.616000,144.7477253928689
0 days 00:21:53.616000,171.87499999998795
0 days 00:21:54.616000,194.84269215456894
